id	ER-ERR1084763_PE	ER-ERR1084764_PE	ER-ERR1084765_PE	ER-ERR1084775_PE	ER-ERR1084805_PE	ER-ERR1084806_PE	ER-ERR1084811_PE	TN-ERR1084766_PE	TN-ERR1084768_PE	TN-ERR1084798_PE	TN-ERR1084799_PE	TN-ERR1084800_PE	TN-ERR1084801_PE	TN-ERR1084802_PE	TN-ERR1084803_PE	TN-ERR1084804_PE	TN-ERR1084807_PE	TN-ERR1084808_PE	TN-ERR1084809_PE	TN-ERR1084810_PE
ENSG00000115839	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000115935	29.13	43.63	136.16	781.13	195.06	139.61	664.61	2343.40	2.34	731.09	48.82	83.61	1063.29	3236.38	136.51	3673.19	1130.86	297.35	571.45	1.19
ENSG00000115947	14.35	9.96	14.20	25.46	6.03	80.47	60.14	4.94	8.58	10.39	12.47	97.40	7.22	17.90	9.20	7.20	12.01	6.87	23.98	7.47
ENSG00000116035	40.04	52.71	40.72	6.29	0.00	0.00	0.00	0.00	11.66	0.00	0.00	11.70	3.81	21.98	12.17	15.60	4.70	3.82	21.22	6.99
ENSG00000116039	0.00	15.19	4.80	0.00	0.00	0.00	0.00	0.00	5.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.77	0.00	6.06	14.84
ENSG00000116062	0.00	0.00	3.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000116132	0.00	0.00	2.33	33.50	0.00	4.53	5.40	15515.56	9.89	8.58	0.00	32.27	9.82	67.72	23.46	52.52	105.66	66.87	68.95	6.79
ENSG00000116138	0.00	14.07	0.00	0.00	7.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000116288	0.00	0.00	0.00	6.81	16.54	15.53	16.31	0.00	0.00	0.00	0.00	0.00	13.35	19.25	8.23	8.10	0.00	0.00	0.00	0.00
ENSG00000116299	1.29	0.00	0.00	0.00	0.00	0.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.16	0.66	0.00	0.00	0.00	0.00	1.17
ENSG00000116337	2683.18	3680.38	5439.50	1418.54	1824.71	914.24	1679.29	1243.72	6626.39	1952.35	588.72	2448.62	2023.68	5003.31	610.32	6539.37	2634.95	1373.26	2068.63	1450.03
ENSG00000116560	0.00	0.00	0.00	0.00	1.12	0.00	0.00	3.12	0.00	0.00	0.00	0.00	1.02	0.00	0.00	0.00	0.00	0.00	1.13	0.95
ENSG00000116704	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.33	0.00	0.00
ENSG00000116771	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.75	0.00
ENSG00000117036	16.88	14.26	11.51	0.00	23.69	2.76	46.00	204.55	27.72	4.82	60.44	11.02	13.61	27.85	2.86	50.16	66.05	25.26	8.22	49.87
ENSG00000117245	9.37	13.34	22.26	8.56	74.49	391.09	90.39	93.11	28.12	13.10	42.69	10.92	9.02	16.07	2.39	17.89	278.20	16.94	27.23	0.00
ENSG00000117280	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000117360	0.00	0.00	0.00	3.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.80	0.00	0.00	0.00
ENSG00000117385	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.64	0.00	0.00	1.43	0.00
ENSG00000117448	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.36	0.00	0.00	0.00	0.00	0.00
ENSG00000117461	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000117507	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	29.78	245.32	15.61	119.39	317.66	0.00	9.08	2.47	5.94	0.00	0.00	52.87
ENSG00000117523	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.95	0.00	0.00	0.00	0.00	0.00	0.94
ENSG00000117834	17.97	0.00	0.00	0.00	2.73	0.00	0.00	0.00	16.09	15.97	0.00	0.00	0.00	0.00	0.00	0.00	33.67	0.00	0.00	15.35
ENSG00000117868	0.00	0.00	0.00	0.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.21	0.00	0.00	0.00	0.00	0.00	0.59
ENSG00000117899	0.00	0.00	1.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000118197	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.37	0.00	0.00	0.00	0.00
ENSG00000118473	0.00	0.00	12.89	0.86	0.00	0.00	2.14	742.48	12.27	215.48	1176.54	23.33	2.10	39.75	0.00	1.07	6.89	0.00	22.65	1.95
ENSG00000118513	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000118785	0.00	0.00	0.00	0.00	7.01	0.00	7.49	5.69	35.39	0.00	495.81	29.65	17.29	10.18	0.00	9.89	53.63	36.29	10436.65	1069.14
ENSG00000118849	4.29	45.98	101.55	39.00	816.08	23.02	46.92	639.55	14724.92	1023.11	2926.41	254.73	2767.63	250.84	56.73	140.87	2697.44	0.00	4635.08	30773.76
ENSG00000118855	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	31.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000119004	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000119125	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.71	0.00	0.00	0.00	0.00
ENSG00000119402	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000119403	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.04	4.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.51	3.71
ENSG00000119537	0.00	0.00	0.00	0.00	0.00	0.00	1.40	0.00	0.70	0.00	0.00	0.00	0.00	0.00	0.00	0.71	0.00	0.00	0.00	0.00
ENSG00000119559	0.00	0.00	0.00	0.00	2.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000119616	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.63	0.00	0.00
ENSG00000119661	0.00	0.00	0.00	0.00	0.00	1.75	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000119705	0.00	0.00	0.00	0.00	14.92	0.00	0.00	0.00	0.00	5.45	0.00	0.00	0.00	19.11	10.35	0.00	12.26	0.00	0.00	0.00
ENSG00000119711	0.00	0.00	0.00	0.37	1.56	0.69	0.00	0.70	3.84	0.00	0.71	0.00	1.32	1.61	2.85	0.00	5.46	0.68	1.97	0.00
ENSG00000119723	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.75	0.00	0.00	2.58	0.00	0.00	0.00	0.00	0.00
ENSG00000119729	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000119820	0.63	0.00	0.00	0.00	0.34	0.31	0.00	0.00	0.59	0.00	0.00	0.30	0.31	1.19	0.00	0.00	0.38	0.31	0.00	0.00
ENSG00000119865	0.00	0.00	0.00	0.00	3.06	8.28	0.00	5249.62	38.46	0.00	0.00	2.38	0.00	0.00	17.62	2.86	5.08	0.00	21.24	0.00
ENSG00000119899	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.10	0.00	1.03
ENSG00000119900	488.68	440.60	386.79	151.69	233.49	204.64	905.47	586.11	5083.47	269.45	2503.29	2494.35	971.13	401.54	209.91	2297.75	1697.87	118.59	1969.13	893.81
ENSG00000119917	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.48
ENSG00000120029	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000120075	0.00	0.00	0.00	0.00	17.20	9329.93	12.06	322.06	0.00	17.52	239.24	16.01	0.00	3.78	14.56	0.00	306.73	3106.61	6.55	0.00
ENSG00000120093	0.00	0.00	0.00	0.00	0.00	116.84	0.00	360.90	0.00	12.53	102.59	3.88	0.00	0.00	0.00	0.00	183.96	66.67	12.53	0.00
ENSG00000120158	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000120253	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.02	1.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.99	1.11	0.00
ENSG00000120314	0.00	0.00	0.00	0.00	1.02	0.00	0.00	0.00	0.00	0.00	0.97	0.00	0.00	1.78	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000120334	0.00	0.00	0.00	0.00	1.74	0.00	0.00	0.00	1.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000120669	30.10	30.44	5.90	0.00	65.62	22.59	0.00	75.11	95.67	36.31	11.34	20.95	387.35	3.49	23.98	69.92	22.66	3.26	40.33	20.17
ENSG00000120709	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.19	0.00	0.00	0.00	0.00	4.13	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000120802	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.98	0.00
ENSG00000120868	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.74	0.00	0.00	0.00	0.00	0.00	1.03	0.00	0.93	0.00
ENSG00000120907	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000120925	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.44	0.00	0.00	0.00
ENSG00000121310	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.06	0.00	0.00	0.00
ENSG00000121406	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.72	0.00	0.00	0.71	0.00	0.00	3.70	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000121570	0.00	0.00	0.00	0.00	1.39	0.00	0.00	0.00	1.10	0.00	3.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000121716	0.00	0.00	0.00	0.00	0.96	0.00	1.77	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000121742	0.00	0.00	0.00	11.08	0.00	0.00	0.00	0.00	44.32	78.54	9.38	19.21	3.75	30.32	2.39	28.47	116.81	11.19	348.08	847.38
ENSG00000121749	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.66	0.00	0.85	0.00	0.00	0.00	0.00
ENSG00000121848	1.67	0.00	0.00	0.00	0.78	0.00	0.00	0.39	0.41	1.01	2.12	1.82	0.90	1.56	0.86	0.45	0.00	0.00	0.00	2.93
ENSG00000121858	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.40
ENSG00000121904	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000122026	34.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.31	0.00	0.00	16.90	0.00
ENSG00000122194	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.64	0.00	4.62	0.00	0.00	0.00	3.44	8.39	0.00	0.00	0.00	0.00	0.00
ENSG00000122203	852.47	574.22	672.89	205.69	119.25	74.75	380.89	209.74	229.02	248.87	177.51	261.67	203.71	219.61	248.22	93.95	845.32	151.33	154.27	103.07
ENSG00000122417	0.00	0.00	0.00	0.80	0.00	0.00	0.00	0.91	1.81	0.74	0.93	330.72	1.76	2.91	0.94	0.00	1.09	0.00	6.95	0.00
ENSG00000122484	0.00	0.51	0.00	1.57	0.24	3.52	1.37	1.22	2.73	3.14	3.48	97.96	2.48	6.61	1.29	0.78	3.42	0.72	6.66	1.69
ENSG00000122592	4.12	0.00	0.00	0.00	16.08	0.00	28.46	443.56	1901.04	634.42	11.52	1152.59	1.99	7.64	107.84	649.95	323.85	5.85	144.70	0.00
ENSG00000122696	0.00	0.00	0.00	0.00	0.00	2.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000122705	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000122741	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000122882	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.35	0.00	0.00	0.00
ENSG00000123106	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.46	0.00	0.00
ENSG00000123130	0.00	0.00	0.00	0.00	0.00	1.27	0.00	0.00	0.00	1.03	1.29	1.26	0.00	2.39	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000123154	0.00	10.06	0.00	0.00	0.00	2.10	0.00	0.00	5.20	0.00	10.57	10.21	0.00	0.00	0.00	5.21	2.91	0.00	6.43	0.00
ENSG00000123178	0.00	0.00	2.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000123179	0.00	0.00	0.00	6.27	0.00	0.00	15.88	9.31	0.00	16.87	0.00	0.00	7.48	0.00	0.00	7.73	0.00	0.00	0.00	13.46
ENSG00000123219	0.00	0.00	0.00	5.92	0.00	0.00	0.00	0.00	0.00	5.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000123352	0.00	0.00	0.00	0.00	0.00	4.13	0.00	0.00	0.00	0.00	0.00	1.27	0.00	2.49	0.00	0.00	0.00	0.00	0.00	4.15
ENSG00000123358	0.00	0.00	0.00	0.00	1.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000123416	48372.75	27924.83	26249.98	16565.01	28964.01	14103.13	19187.00	10747.00	7438.24	15806.79	13664.63	19606.50	8003.65	8861.76	15938.58	11883.69	19329.80	5018.52	8241.98	3831.75
ENSG00000123473	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000123576	0.00	0.00	0.00	0.00	0.00	0.00	0.00	154.61	0.00	9.26	2.90	162.34	212.23	10.73	53.30	14.27	3.44	0.00	68.29	10.29
ENSG00000123610	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1424.00	3.01	19.62	27.67	46.01	84.44	492.30	3.14	1258.50	72.84	2.95	82.44	108.93
ENSG00000123636	5.59	0.00	0.00	0.74	0.59	0.54	0.00	0.00	0.38	0.00	0.00	0.00	0.00	0.00	0.95	0.00	0.00	0.00	2.43	0.00
ENSG00000123700	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.71	0.71	28.22	37.95	2.47	0.70	9.34	0.00	42.83	15.04	0.00	22.45	61.05
ENSG00000123843	53.58	40.54	58.98	11531.96	2.21	174.60	18.12	0.00	8.20	18.21	16.48	0.00	2.02	0.00	33.48	0.00	103.65	0.00	763.50	1.87
ENSG00000124019	0.00	0.00	0.00	1.28	0.00	0.00	0.00	94.30	56.38	5.55	1.63	39.61	34.04	15.20	4.18	2.02	5.78	23.11	26.79	180.64
ENSG00000124102	0.00	0.00	0.00	16.06	341.36	0.00	102.09	229.08	16418.50	31.41	39.33	1182.53	399.37	54.78	0.00	48.65	685.42	881.44	3413.78	32253.95
ENSG00000124120	0.00	0.00	0.00	0.00	1.22	0.00	2.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000124171	0.00	0.00	0.00	0.00	0.00	0.00	1.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.84	0.00	0.00	0.00	0.00
ENSG00000124217	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.63	0.00	0.00	0.00	0.00	0.00	1.70	0.00	0.00	0.00	0.00	0.00
ENSG00000124228	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.76	0.00	0.00	0.00	4.28	1.11	0.00	0.00	0.00	1.40	0.98
ENSG00000124243	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.95	0.00	0.00	0.00	0.00	2.57
ENSG00000124260	0.00	0.00	0.00	0.00	0.00	856.68	39.10	3831.15	3.03	5.20	3.10	487.84	902.27	0.00	654.79	6.34	7.66	0.00	2818.30	82.94
ENSG00000124429	8.47	8.06	13.06	977.47	201.04	239.19	137.73	0.99	81.48	11.86	2.12	214.18	87.21	0.00	545.63	2.09	40.44	3.84	80.57	444.57
ENSG00000124444	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.42
ENSG00000124532	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.94	0.00	0.00	0.00	0.00	0.00	2.39	0.00	0.00	0.00	0.00
ENSG00000124574	0.00	0.00	0.00	0.00	7.36	96.47	56.92	0.00	6.92	0.00	6.99	6.99	0.00	57.47	0.00	0.00	25.06	0.00	0.00	12.21
ENSG00000124608	0.00	0.00	0.00	0.00	1.09	0.00	0.00	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000124678	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000124766	28.69	19.86	23.06	6.31	16.12	7.91	15.73	162.01	17.28	96.53	61.29	88.02	31.79	38.73	49.01	40.33	35.27	1.54	66.30	438.24
ENSG00000124831	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.92
ENSG00000124875	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.37	0.00	30.15	0.00	0.00	10.27	0.00	0.00	22.53	17.83
ENSG00000124882	1.69	3.23	1.74	0.00	375.83	793.79	26.12	11.72	2.49	0.68	107.94	5.83	1.64	1.58	12.97	3.35	72.44	2169.26	11.82	6.10
ENSG00000125124	0.00	0.00	1.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000125166	53.21	18.29	27.24	16.77	15.18	5.22	15.73	15.47	7.80	4.24	10.63	10.42	5.11	0.00	8.13	5.23	22.02	10.19	8.52	11.79
ENSG00000125347	0.00	0.00	0.00	0.00	0.00	0.00	1.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.19	0.00
ENSG00000125354	0.00	2.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000125363	0.00	13.26	28.75	0.00	0.00	0.00	0.00	5.60	0.00	0.00	6.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000125388	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000125462	0.00	0.00	0.00	0.00	0.00	0.81	1.03	0.00	0.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.94	0.00	0.88	0.00
ENSG00000125611	0.00	2.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.23	0.00	0.00	2.28	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000125730	0.00	14.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000125845	0.00	0.00	4.53	4.34	20.99	11.96	25.98	134.57	212.74	34.50	3.33	356.12	0.00	1015.49	0.00	319.13	64.10	2.11	23.63	197.87
ENSG00000125875	0.00	1.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000126067	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.78	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000126070	0.00	0.00	0.40	0.00	0.20	1.33	0.00	0.38	0.21	0.00	0.58	1.13	0.00	0.36	0.00	0.00	0.46	0.18	0.00	0.00
ENSG00000126217	0.00	0.00	0.00	0.00	0.00	2.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000126550	0.00	0.00	0.00	0.00	0.00	0.00	2.09	0.00	1.04	0.00	1.07	3.13	0.00	0.00	0.00	1.05	2.53	0.00	1.73	0.00
ENSG00000126562	4.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.92	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000126653	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.70
ENSG00000126768	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000126785	0.00	0.00	0.00	0.00	0.00	0.00	0.00	186.21	0.00	25.22	31.98	21.36	11.68	11.22	2.34	2.39	336.71	0.00	19.43	8.88
ENSG00000126952	38.89	43.50	33.58	7.77	0.00	6.43	0.00	21.90	0.00	0.00	0.00	2.12	0.00	0.00	9.26	0.00	42.64	0.00	0.00	0.00
ENSG00000126953	0.00	9.75	10.53	0.00	8.10	10.09	5.07	80.96	5.02	8.20	15.41	7.56	7.41	4.75	5.24	23.97	9.12	7.39	2.75	34.19
ENSG00000127054	0.00	0.00	2.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000127445	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.05	0.00
ENSG00000127483	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.98	0.00	0.00	0.00	0.00	0.00	1.02	0.00	0.00	0.00	1.08	0.00
ENSG00000127507	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.52	0.00	0.00	0.00
ENSG00000127511	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.42
ENSG00000127526	0.00	0.00	0.00	0.00	1.62	0.75	0.00	0.76	0.00	0.00	1.54	1.50	2.22	0.00	0.78	0.00	1.82	0.00	0.00	1.38
ENSG00000127603	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000127804	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.82	0.00	0.00	0.00
ENSG00000127824	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.53	17.89	0.00	0.00	0.00	1.95	0.00	2.27	0.00	0.00	0.00
ENSG00000128266	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.23	0.00	0.00	0.00	0.00	0.00	1.42	0.00	0.00	0.00
ENSG00000128309	0.00	0.00	0.00	0.00	0.00	0.00	1.82	0.00	0.00	0.00	0.67	0.67	0.00	0.00	0.67	0.00	0.00	0.00	0.00	0.00
ENSG00000128335	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000128383	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.90	0.00	5.33
ENSG00000128422	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.36	0.00	0.00	0.00	0.00	0.00	8.96	0.00	0.00	0.00
ENSG00000128710	0.00	0.00	0.00	0.00	5.57	0.00	0.00	383.46	3.37	0.00	0.00	90.17	0.00	0.00	0.00	0.00	18.92	0.00	0.00	0.00
ENSG00000128713	4.32	0.00	0.00	2.81	0.00	0.00	0.00	1895.11	7.09	76.38	17.72	560.66	0.00	6.55	514.16	2.13	0.00	2.07	112.15	0.00
ENSG00000128714	0.00	0.00	0.00	2.90	0.00	0.00	3.62	3344.37	45.04	742.25	0.00	366.61	1.78	0.00	5.63	0.00	161.41	8.83	293.56	0.00
ENSG00000128739	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
